data_referencia,interrupcoes,temperatura_media
2020-06-14,1022,19.667261904761904
2020-06-21,1380,18.326190476190476
2020-06-28,1156,19.044642857142858
2020-07-05,1183,19.15595238095238
2020-07-12,1311,19.395833333333332
2020-07-19,1313,18.819047619047616
2020-07-26,1054,19.095238095238095
2020-08-02,1165,19.361309523809524
2020-08-09,1031,17.45297619047619
2020-08-16,1023,21.54940476190476
2020-08-23,1118,22.203571428571426
2020-08-30,954,20.651785714285715
2020-09-06,972,22.451190476190476
2020-09-13,840,23.710714285714285
2020-09-20,1083,24.30238095238095
2020-09-27,2503,22.48928571428571
2020-10-04,1302,26.719642857142862
2020-10-11,2159,26.77380952380952
2020-10-18,2030,23.80297619047619
2020-10-25,2688,20.640476190476193
2020-11-01,1819,21.19702380952381
2020-11-08,1646,21.64047619047619
2020-11-15,1724,21.822619047619046
2020-11-22,1660,21.783928571428568
2020-11-29,1410,21.295238095238094
2020-12-06,2179,23.298214285714288
2020-12-13,2456,21.25952380952381
2020-12-20,1268,23.750595238095237
2020-12-27,1872,21.010714285714283
2021-01-03,2090,22.579761904761906
2021-01-10,1965,22.442261904761903
2021-01-17,1783,21.363690476190477
2021-01-24,1204,23.095238095238095
2021-01-31,2183,22.434523809523807
2021-02-07,2810,21.861309523809524
2021-02-14,2404,20.335714285714285
2021-02-21,2488,21.000595238095237
2021-02-28,2347,20.258333333333333
2021-03-07,1807,22.125595238095237
2021-03-14,2278,21.10654761904762
2021-03-21,1743,21.11428571428571
2021-03-28,1339,21.861309523809524
2021-04-04,1845,22.40059523809524
2021-04-11,1515,20.332142857142856
2021-04-18,1487,21.083928571428572
2021-04-25,1613,20.13690476190476
2021-05-02,1342,20.166071428571428
2021-05-09,1430,19.729761904761904
2021-05-16,1259,19.25238095238095
2021-05-23,1472,19.721428571428568
2021-05-30,1460,21.3
2021-06-06,1349,20.402380952380952
2021-06-13,1352,20.20595238095238
2021-06-20,2243,18.901785714285715
2021-06-27,1397,19.22797619047619
2021-07-04,1455,16.87797619047619
2021-07-11,1363,17.42440476190476
2021-07-18,1620,19.3422619047619
2021-07-25,1354,18.84940476190476
2021-08-01,1294,18.864880952380954
2021-08-08,1265,18.26032608695652
2021-08-15,1315,21.0875
2021-08-22,1572,21.46309523809524
2021-08-29,1451,23.020238095238092
2021-09-05,1681,21.885119047619046
2021-09-12,1508,26.175595238095237
2021-09-19,1413,25.359523809523807
2021-09-26,2411,25.164285714285715
2021-10-03,2075,23.792261904761904
2021-10-10,1849,25.413095238095234
2021-10-17,2655,22.451190476190476
2021-10-24,2748,22.083928571428572
2021-10-31,2082,22.82440476190476
2021-11-07,2072,21.4
2021-11-14,2386,20.452380952380953
2021-11-21,2222,20.43392857142857
2021-11-28,4023,23.041666666666664
2021-12-05,3230,21.28095238095238
2021-12-12,2752,21.42440476190476
2021-12-19,2486,21.27440476190476
2021-12-26,2746,21.124404761904763
2022-01-02,1921,20.31607142857143
2022-01-09,2069,20.61190476190476
2022-01-16,2320,21.00654761904762
2022-01-23,1876,23.113690476190474
2022-01-30,1992,21.703571428571426
2022-02-06,2165,21.34047619047619
2022-02-13,2066,20.907142857142855
2022-02-20,2316,20.428571428571427
2022-02-27,2126,22.17142857142857
2022-03-06,2711,21.684523809523807
2022-03-13,2176,22.01904761904762
2022-03-20,1903,21.96607142857143
2022-03-27,1827,22.395833333333336
2022-04-03,1562,23.25595238095238
2022-04-10,1582,23.110119047619044
2022-04-17,2058,21.94345238095238
2022-04-24,1596,21.68630952380952
2022-05-01,1538,22.08095238095238
2022-05-08,1703,22.02559523809524
2022-05-15,1406,21.10595238095238
2022-05-22,2097,15.983333333333333
2022-05-29,1661,19.010119047619046
2022-06-05,1530,20.03154761904762
2022-06-12,1539,19.607142857142858
2022-06-19,1535,19.74047619047619
2022-06-26,1397,19.473214285714285
2022-07-03,1495,18.86190476190476
2022-07-10,1362,18.85833333333333
2022-07-17,1524,19.51309523809524
2022-07-24,1647,19.41785714285714
2022-07-31,1639,19.780357142857145
2022-08-07,1740,21.804761904761904
2022-08-14,1651,20.7375
2022-08-21,1625,21.34047619047619
2022-08-28,1605,20.6547619047619
2022-09-04,1773,21.122619047619047
2022-09-11,1444,22.883333333333333
2022-09-18,3011,24.587500000000002
2022-09-25,2958,21.73035714285714
2022-10-02,2075,23.645833333333332
2022-10-09,2082,22.974999999999998
2022-10-16,2247,24.958333333333332
2022-10-23,2041,24.445833333333333
2022-10-30,2107,22.510119047619046
2022-11-06,3191,19.84940476190476
2022-11-13,4107,21.20297619047619
2022-11-20,4334,21.11785714285714
2022-11-27,2602,20.817857142857143
2022-12-04,2647,20.621428571428567
2022-12-11,2830,21.426190476190474
2022-12-18,2800,20.744642857142857
2022-12-25,2616,20.599999999999998
2023-01-01,2195,20.762499999999996
2023-01-08,1817,20.93035714285714
2023-01-15,2650,20.54940476190476
2023-01-22,2440,21.53333333333333
2023-01-29,2324,20.832142857142856
2023-02-05,2211,22.096428571428568
2023-02-12,2105,22.913095238095234
2023-02-19,1837,23.523214285714285
2023-02-26,2377,21.74880952380952
2023-03-05,2381,22.407142857142855
2023-03-12,2042,21.527380952380952
2023-03-19,1880,20.93095238095238
2023-03-26,1763,21.211309523809522
2023-04-02,1578,22.428571428571427
2023-04-09,1909,20.945238095238093
2023-04-16,2103,21.516071428571426
2023-04-23,1754,20.69345238095238
2023-04-30,1858,20.78095238095238
2023-05-07,1523,20.407738095238095
2023-05-14,1438,20.47202380952381
2023-05-21,1308,19.46666666666667
2023-05-28,1444,19.423214285714284
2023-06-04,1389,20.266071428571426
2023-06-11,1332,19.188690476190477
2023-06-18,1821,20.470238095238095
2023-06-25,1403,18.317857142857143
2023-07-02,1377,18.436904761904763
2023-07-09,1539,18.02559523809524
2023-07-16,1564,20.45059523809524
2023-07-23,1745,20.36488095238095
2023-07-30,1381,20.139285714285712
2023-08-06,1318,21.007142857142856
2023-08-13,1378,21.96547619047619
2023-08-20,2293,21.189285714285713
2023-08-27,2389,22.89301948051948
2023-09-03,2726,22.304166666666667
2023-09-10,1711,23.51607142857143
2023-09-17,1523,23.45892857142857
2023-09-24,1548,26.00952380952381
2023-10-01,2823,25.212500000000002
2023-10-08,3085,23.185714285714287
2023-10-15,2778,25.190062111801243
2023-10-22,3008,25.254761904761903
2023-10-29,2546,24.134989648033127
2023-11-05,3895,23.364285714285717
2023-11-12,1922,25.447619047619046
2023-11-19,2431,26.103571428571428
2023-11-26,3167,22.963690476190475
2023-12-03,3041,22.736309523809524
2023-12-10,2177,23.8625
2023-12-17,1800,24.815476190476186
2023-12-24,2511,22.079166666666662
2023-12-31,3246,23.073214285714283
2024-01-07,2601,21.208928571428572
2024-01-14,2443,21.809523809523807
2024-01-21,2258,23.53690476190476
2024-01-28,2209,21.979761904761904
2024-02-04,2038,22.10178571428571
2024-02-11,2579,21.498809523809523
2024-02-18,2250,22.49642857142857
2024-02-25,2102,21.744047619047617
2024-03-03,2026,23.27202380952381
2024-03-10,1940,22.9523033126294
2024-03-17,2126,23.64761904761905
2024-03-24,2006,22.790631469979296
2024-03-31,1955,22.03392857142857
2024-04-07,1994,22.185119047619047
2024-04-14,1726,22.238690476190474
2024-04-21,1406,22.948809523809523
2024-04-28,1585,22.74047619047619
2024-05-05,1332,23.097619047619048
2024-05-12,1332,21.225595238095234
2024-05-19,1296,21.498214285714283
2024-05-26,1300,21.07202380952381
2024-06-02,1401,19.779761904761905
2024-06-09,1316,19.651863354037264
2024-06-16,1266,19.850595238095234
2024-06-23,1249,19.47173913043478
2024-06-30,1417,19.660201392810087
2024-07-07,1245,19.708954451345754
2024-07-14,1305,20.182248729531334
2024-07-21,1296,18.91340579710145
2024-07-28,1400,19.535714285714285
2024-08-04,1454,20.46309523809524
2024-08-11,1528,19.89560041407867
2024-08-18,1801,21.580615942028988
2024-08-25,1569,23.048369565217392
2024-09-01,1518,21.800439958592133
2024-09-08,1729,24.202406832298134
2024-09-15,1499,24.038690476190474
2024-09-22,1601,25.571428571428573
2024-09-29,1700,26.388095238095236
2024-10-06,1752,26.554761904761904
2024-10-13,4914,24.473809523809525
2024-10-20,3243,21.050595238095237
2024-10-27,3071,22.341149068322977
2024-11-03,1980,21.563095238095237
2024-11-10,2616,21.088690476190475
2024-11-17,2284,20.676190476190474
2024-11-24,3135,22.19345238095238
2024-12-01,2175,22.58095238095238
2024-12-08,2298,23.037499999999998
2024-12-15,2810,22.55297619047619
2024-12-22,2837,21.80535714285714
2024-12-29,2735,21.269642857142856
2025-01-05,2460,21.988742236024844
2025-01-12,2481,21.445833333333333
2025-01-19,2411,20.866071428571427
2025-01-26,3644,22.72994306418219
2025-02-02,2637,21.58690476190476
2025-02-09,1839,22.598214285714285
2025-02-16,2191,22.272075569358176
2025-02-23,1772,23.841666666666665
2025-03-02,2062,22.75108695652174
2025-03-09,1731,22.9777950310559
2025-03-16,3015,23.675
2025-03-23,2425,22.633902691511388
2025-03-30,2094,22.12738095238095
2025-04-06,1655,23.359523809523807
2025-04-13,2043,21.782738095238095
2025-04-20,2103,21.55760869565217
2025-04-27,2024,22.19345238095238
2025-05-04,1960,21.043400621118014
2025-05-11,1399,21.2449016563147
2025-05-18,1651,19.256547619047616
2025-05-25,1759,19.811827122153208
2025-06-01,1414,19.407638888888886
