data_referencia,interrupcoes,precipitacao_total_mm,temperatura_media,vento_velocidade_media_ms,vento_velocidade_max_ms,vento_rajada_max_ms,vento_dir_sin,vento_dir_cos,vento_direcao_media_circular_gr,n_dias
2020-12-14,2418,33.6,21.511309523809523,1.918452380952381,6.5,11.4,0.3407046840098704,0.9401703666324175,19.91981303412142,7
2020-12-21,1238,12.399999999999999,23.5625,1.9607142857142856,5.0,10.7,0.9971100256731688,0.07597102541135452,85.64298284686227,7
2020-12-28,1931,97.4,20.962500000000002,2.1214285714285714,5.0,9.9,-0.15147215547750237,0.9884615248531423,351.28775023792633,7
2021-01-04,2101,51.400000000000006,22.3,2.1142857142857143,5.1,11.5,0.954682764187022,0.2976253009477299,72.68497111628221,7
2021-01-11,1925,49.199999999999996,22.750595238095237,1.831547619047619,4.9,11.9,0.9134030467448021,-0.40705635260650674,114.02005311758774,7
2021-01-18,1755,28.6,21.38095238095238,1.6821428571428572,7.0,11.7,0.30716346733948985,0.9516567681322832,17.88837073496979,7
2021-01-25,1254,78.0,23.054761904761904,2.4351190476190476,4.7,17.5,0.9933899685695997,-0.11478837199511874,96.59141882436116,7
2021-02-01,2282,80.8,22.473809523809525,1.9315476190476188,4.1,19.6,0.9996992629118859,-0.02452312650197461,91.40521251836,7
2021-02-08,2888,184.8,21.505357142857143,2.3773809523809524,6.6,15.2,-0.5461914528361543,0.8376603708238388,326.8938789928568,7
2021-02-15,2383,92.4,20.51666666666667,1.656547619047619,5.5,11.7,0.4117524511588371,0.9112957362814168,24.31496867918165,7
2021-02-22,2400,169.8,20.922619047619047,2.055357142857143,5.5,9.9,-0.3095971905247454,0.9508678034401966,341.96504299430103,7
2021-03-01,2316,66.60000000000001,20.293452380952377,1.8875,5.0,11.6,0.15176319925340548,0.9884168813574419,8.729120379750409,7
2021-03-08,2148,61.4,22.01904761904762,2.0839285714285714,4.7,10.8,0.5529053004020728,0.8332440991614005,33.5665579340293,7
2021-03-15,1902,93.2,21.15357142857143,1.7291666666666667,6.1,19.5,0.5724578753346832,0.8199341320906823,34.921799333872634,7
2021-03-22,1677,5.6000000000000005,21.217857142857138,2.1095238095238096,5.2,10.3,0.8731224857727271,0.4875008972689734,60.82354526468939,7
2021-03-29,1386,0.0,22.057738095238097,1.9988095238095238,5.0,9.1,0.9999152068623363,-0.013022253470549972,90.74614125295065,7
2021-04-05,1870,52.8,22.25357142857143,1.7571428571428573,4.9,11.4,0.9908970274359192,0.13462199307193112,82.2632378451666,7
2021-04-12,1488,6.8,20.325,2.729166666666667,6.1,12.0,0.9984330552328597,-0.05595921924381413,93.20790279811558,7
2021-04-19,1552,30.8,20.78154761904762,1.7041666666666668,4.0,7.2,0.9965557568975562,0.0829254086172566,85.24326169581066,7
2021-04-26,1525,13.999999999999998,20.39404761904762,1.336904761904762,3.2,9.5,0.2563159154624329,-0.9665930640557354,165.1484266823598,7
2021-05-03,1332,17.4,19.828571428571426,2.473809523809524,4.4,8.5,0.8938298701548941,-0.4484062479703926,116.64147636709615,7
2021-05-10,1423,4.0,19.77440476190476,2.1541666666666663,5.0,9.6,0.9287837310532803,-0.37062215385854613,111.75399223412053,7
2021-05-17,1257,0.0,19.235714285714288,1.7238095238095237,3.6,7.9,0.9007106109000427,-0.4344196075363911,115.7483683557648,7
2021-05-24,1466,0.0,19.97738095238095,1.4261904761904762,3.8,8.5,0.9470254055994108,-0.32115865417153466,108.73300985185082,7
2021-05-31,1476,0.0,21.285714285714285,1.6035714285714284,4.5,8.3,0.9678526576922882,0.2515178582088641,75.43265059586189,7
2021-06-07,1319,0.0,20.270238095238092,2.336309523809524,6.2,12.1,0.9987859249446615,-0.049261304615662214,92.8236076308302,7
2021-06-14,1620,0.0,20.239880952380954,2.019047619047619,4.1,8.0,0.8590793646360197,-0.5118424027535944,120.78662937051571,7
2021-06-21,1973,29.6,18.967857142857145,1.6595238095238096,4.2,10.5,0.9195153458388907,-0.3930541041215383,113.14466866068133,7
2021-06-28,1405,0.0,18.854166666666664,2.038095238095238,4.8,9.5,0.9814625394134648,-0.19165407307978868,101.049329770516,7
2021-07-05,1473,0.0,16.70952380952381,2.1809523809523808,4.9,9.6,0.7975916761271752,-0.603197743839152,127.09926411539249,7
2021-07-12,1349,0.0,17.629166666666666,1.9011904761904763,5.3,8.8,0.92529240952882,-0.37925447508019017,112.28751077613968,7
2021-07-19,1611,0.0,19.62083333333333,1.8773809523809526,4.1,9.1,0.9999384682087448,-0.011093232006467169,90.63560841189154,7
2021-07-26,1402,0.0,18.720238095238095,2.628571428571429,5.3,10.8,0.9685117373606177,-0.2489678987233456,104.4164461626123,7
2021-08-02,1240,0.0,18.747619047619047,2.3238095238095235,4.9,11.6,0.8895300057437245,-0.4568767545865837,117.18575308476923,7
2021-08-09,1302,0.0,18.379968944099378,2.6839285714285714,5.5,10.9,0.9645184747193155,-0.26401536304754164,105.30845372542555,7
2021-08-16,1303,0.0,21.533928571428568,2.2636904761904764,4.5,10.5,0.9714729316684313,-0.23715046497011824,103.71841930195339,7
2021-08-23,1631,0.0,21.506547619047616,2.8428571428571425,6.1,11.2,0.999920751603478,-0.012589301518966098,90.72133289898028,7
2021-08-30,1622,2.6,22.850595238095234,2.567857142857143,4.4,11.2,0.9813460852612481,-0.1922494757923236,101.08409022659275,7
2021-09-06,1502,0.2,22.413095238095234,2.2625,6.2,10.9,0.9333693822849882,-0.35891725538477465,111.03371585589235,7
2021-09-13,1520,0.0,26.3875,2.2904761904761908,5.1,9.3,0.9426861783173462,0.3336806395484108,70.50767172239516,7
2021-09-20,1367,0.0,25.41547619047619,2.3851190476190474,5.6,10.5,0.9300102469389931,0.36753359110219147,68.43641235072128,7
2021-09-27,2437,5.8,24.723214285714285,2.205952380952381,5.8,12.2,0.9962062648388623,0.08702343302698785,85.00760970177477,7
2021-10-04,2034,15.6,24.023214285714285,1.9535714285714287,3.9,13.4,0.541435471934986,0.8407423087549115,32.78141120172892,7
2021-10-11,2122,60.6,24.788095238095234,2.292857142857143,5.0,11.0,0.9996807161807866,-0.025267878744950942,91.44789690929932,7
2021-10-18,2567,45.6,22.559523809523807,2.1601190476190477,5.6,12.6,0.014391690836034513,0.9998964342545081,0.824611612330558,7
2021-10-25,2691,22.0,22.139285714285712,2.0708333333333333,4.7,10.9,-0.3844071107159021,0.9231636762952994,337.3930620944875,7
2021-11-01,2099,20.8,22.629166666666663,2.686309523809524,5.9,11.2,0.9906114061427532,0.13670787109701155,82.14261058842976,7
2021-11-08,2179,79.60000000000001,21.346428571428568,2.042857142857143,5.2,11.4,-0.5963982858383984,0.8026886598482752,323.38762295468496,7
2021-11-15,2213,91.8,20.190476190476186,2.2375,6.4,12.7,0.5941042780554995,0.8043880324794457,36.44880442244475,7
2021-11-22,2429,104.4,20.95892857142857,1.8196428571428573,5.7,10.5,0.4186111084877504,0.9081655905453899,24.74693197614607,7
2021-11-29,4344,64.4,22.813095238095237,2.4678571428571425,5.5,13.1,-0.35990606423599714,0.9329885449061817,338.90557277916105,7
2021-12-06,2795,135.8,21.351785714285715,1.9672619047619047,4.6,12.0,-0.2997114029282956,0.954029913029331,342.55972985503234,7
2021-12-13,2737,72.8,21.48333333333333,2.005952380952381,6.1,12.5,-0.40291877976598656,0.9152357384367639,336.23922723734347,7
2021-12-20,2640,95.0,21.174999999999994,1.956547619047619,6.5,12.4,-0.18933671819665823,0.9819122196726747,349.0859216298266,7
2021-12-27,2549,48.199999999999996,21.27559523809524,2.164285714285714,4.6,8.6,0.6941035821630369,0.7198751400266855,43.955827270248804,7
2022-01-03,1898,82.6,20.19464285714286,2.744642857142857,5.7,10.3,-0.33830041032821195,0.9410381673299778,340.2266403305784,7
2022-01-10,2137,56.2,20.409523809523808,2.9630952380952382,5.3,12.3,-0.5115015165650647,0.8592823741655818,329.23610314173686,7
2022-01-17,2273,24.6,21.489880952380954,2.4583333333333335,5.0,12.1,0.700558919498854,0.7135945629771842,44.471863407872036,7
2022-01-24,1794,7.0,23.320833333333333,1.9797619047619046,4.2,10.6,0.9981548688980985,-0.06071950012162398,93.48111239084227,7
2022-01-31,2010,4.0,21.15952380952381,2.5964285714285715,6.0,10.8,-0.2883711526944628,0.9575187091089483,343.23953558650743,7
2022-02-07,2179,75.0,21.394642857142856,1.8898809523809523,5.2,12.1,0.8489500376600186,0.5284731152642044,58.097652685365134,7
2022-02-14,2161,34.2,20.971428571428568,2.3267857142857147,5.1,12.9,-0.571805189804909,0.8203894349101357,325.12379669971983,7
2022-02-21,2283,125.8,20.291666666666664,1.8053571428571427,4.4,11.5,-0.27665972593586446,0.9609679474597955,343.93905256056274,7
2022-02-28,2035,0.8,22.60892857142857,2.2244047619047618,4.6,8.8,0.9926588249910085,0.12094815900818974,83.0531733246008,7
2022-03-07,2836,57.0,21.419642857142858,2.1845238095238093,8.1,21.0,0.9591869188864325,0.28277279684784473,73.57423617420447,7
2022-03-14,2185,28.0,21.93035714285714,1.769642857142857,4.3,9.7,0.9414507146098523,0.33715063689780905,70.29662975510958,7
2022-03-21,1782,36.6,22.072619047619046,1.832142857142857,4.7,14.0,0.9771054116365812,0.2127557626728525,77.71610394832841,7
2022-03-28,1810,0.0,22.618452380952384,2.1589285714285715,5.3,11.1,0.994638043855573,0.10341741495105887,84.06400528333663,7
2022-04-04,1515,0.0,23.2125,2.2595238095238095,5.1,9.6,0.9881587343856678,-0.15343505354812265,98.82604576063774,7
2022-04-11,1762,1.0,22.938095238095237,1.736904761904762,4.2,8.9,0.9882265066361433,-0.15299794633172187,98.80070212037336,7
2022-04-18,1916,21.0,21.888690476190476,1.8023809523809524,4.0,10.3,0.2876113951964967,-0.9577471928192348,163.2849923512937,7
2022-04-25,1657,1.4,21.979166666666664,2.1184523809523808,4.8,10.6,0.9749316331401375,0.22250463074440557,77.1438152685202,7
2022-05-02,1458,0.0,21.8625,2.5982142857142856,4.7,9.2,0.9956727753783636,-0.09292859823728448,95.33210977498851,7
2022-05-09,1753,14.6,21.938690476190477,2.068452380952381,4.9,10.3,0.9983286338838476,0.05779220334621779,86.68690465531812,7
2022-05-16,1457,0.0,21.03392857142857,1.7601190476190476,4.2,9.2,0.9884854187771988,0.151316148724668,81.2967929980502,7
2022-05-23,2025,0.0,15.660119047619048,2.2279761904761903,4.5,9.5,0.6600779008219906,-0.7511971544451126,138.69418577872204,7
2022-05-30,1634,0.0,19.169642857142858,2.3785714285714286,5.6,10.0,0.9842019042835677,-0.17704974330565715,100.19796262575944,7
2022-06-06,1541,0.0,19.905357142857138,2.094047619047619,4.8,8.7,0.9301447631624505,-0.36719302765911643,111.54260784101473,7
2022-06-13,1586,0.0,19.607142857142858,1.5898809523809523,3.4,8.1,0.6436911638388658,-0.7652853621988117,139.93238578221087,7
2022-06-20,1478,0.0,19.85595238095238,2.1898809523809524,4.5,9.4,0.8952744697535885,-0.4455150096320335,116.45629364023783,7
2022-06-27,1397,0.0,19.39166666666667,2.3863095238095235,4.7,8.8,0.9743659349055497,-0.22496894206897558,103.00105185223043,7
2022-07-04,1496,0.0,18.694642857142856,2.370833333333333,5.2,11.0,0.9786688944701115,-0.20544389744319425,101.855485610981,7
2022-07-11,1406,0.0,18.912499999999998,2.5690476190476192,5.2,10.4,0.999933562173936,0.011526978708368973,89.33953814285852,7
2022-07-18,1708,0.0,19.739285714285717,2.2363095238095236,6.4,10.7,0.9948355233785311,-0.10150015479871984,95.82556260762722,7
2022-07-25,1433,0.0,19.41488095238095,2.5654761904761907,5.5,9.4,0.9606879056019325,-0.277630596350929,106.11884206444591,7
2022-08-01,1733,0.0,20.00238095238095,2.063690476190476,4.6,9.7,0.9733261187234399,0.2294259501685981,76.73672260021458,7
2022-08-08,1663,0.0,22.089880952380952,1.9773809523809525,4.3,8.3,0.9958963758306729,0.09050087627935498,84.80757721809238,7
2022-08-15,1642,0.0,20.372619047619047,2.4720238095238094,5.1,10.1,0.8836641814483346,-0.46812136719577824,117.91241936129624,7
2022-08-22,1613,0.0,21.07857142857143,2.7821428571428575,6.6,13.3,0.9926258738217419,0.12121829325486852,83.03758104995086,7
2022-08-29,1655,0.0,21.11785714285714,2.6767857142857143,5.0,10.5,0.9505151500934182,-0.31067820883172115,108.10010724781863,7
2022-09-05,1707,0.0,21.330357142857142,2.9595238095238092,4.8,10.8,0.9998427697467923,-0.01773233727015906,91.01604133785312,7
2022-09-12,1576,0.0,23.127976190476193,2.6654761904761903,5.4,11.3,0.9942886700489053,0.10672413322383602,83.87348963971799,7
2022-09-19,3317,16.8,23.989285714285717,2.1952380952380954,4.4,9.0,0.9998797869296016,-0.01550521491675134,90.88841897531606,7
2022-09-26,2685,23.6,21.90654761904762,2.110119047619048,5.0,15.7,0.03485849199329092,0.999392258092864,1.9976491728441501,7
2022-10-03,1960,0.0,23.676190476190474,2.1303571428571426,5.0,10.0,0.975436645832352,-0.2202801624462143,102.7254888098361,7
2022-10-10,2194,0.2,23.192857142857143,2.419642857142857,5.6,12.4,0.7359318056279714,0.6770556679218878,47.38601121120214,7
2022-10-17,2148,0.0,25.052380952380954,3.123809523809524,5.4,11.3,0.9985752318435865,-0.05336203096329226,93.05887202629579,7
2022-10-24,2058,2.6,23.82797619047619,2.148214285714286,5.0,11.1,0.9522067578033789,0.30545423616898376,72.21450607803435,7
2022-10-31,2325,32.6,22.84940476190476,2.1214285714285714,4.4,13.5,-0.0050368664478121095,0.9999873149077376,359.7114075902945,7
2022-11-07,3064,56.400000000000006,19.785714285714285,2.479761904761905,4.3,10.3,0.8533690773697802,-0.521307220158181,121.41997815446602,7
2022-11-14,4211,115.0,21.09047619047619,1.9339285714285714,5.5,13.9,0.050496012268523884,0.9987242626195566,2.894439338094665,7
2022-11-21,4346,166.6,20.891071428571426,2.0726190476190474,4.6,14.7,0.5926811358701788,0.8054371925753333,36.347501475571804,7
2022-11-28,2477,72.0,21.026190476190475,1.9928571428571427,4.8,10.4,-0.28813168851558835,0.9575907946890237,343.25386404834774,7
2022-12-05,2551,54.400000000000006,20.529166666666665,2.292857142857143,5.3,11.7,0.26776387732188667,0.963484564485363,15.5312477484386,7
2022-12-12,2943,98.8,21.64761904761905,2.0077380952380954,4.5,13.0,-0.5261132920372918,0.8504144894942014,328.25678019712524,7
2022-12-19,2784,64.2,20.537499999999998,2.3648809523809526,4.9,11.9,-0.7558981711503319,0.6546892047770329,310.8960880155381,7
2022-12-26,2659,103.2,20.269642857142856,2.455357142857143,5.3,11.4,-0.16425996638609755,0.986417083916757,350.54575288066064,7
2023-01-02,2029,37.0,21.357738095238094,2.168452380952381,5.2,9.6,0.5728286510877127,0.8196751408289942,34.94771268503884,7
2023-01-09,1944,22.0,20.473214285714285,2.417261904761905,5.9,14.4,-0.4663137228241748,0.8846194164192073,332.204722886023,7
2023-01-16,2641,87.4,20.9047619047619,1.5839285714285711,7.2,12.6,0.31318156994760343,0.9496932685057604,18.251071681145156,7
2023-01-23,2406,6.2,21.310119047619047,2.183333333333333,5.8,11.3,-0.2439236402843666,0.9697944409566508,345.8817668546193,7
2023-01-30,2389,58.4,20.797023809523807,1.9708333333333332,6.6,13.7,0.18700757211759805,0.9823584722343882,10.778200786493105,7
2023-02-06,2233,14.0,22.162499999999998,1.7648809523809523,5.0,11.7,0.7155318191273969,0.6985801427296928,45.68680063533534,7
2023-02-13,1921,11.6,23.351190476190474,1.8136904761904764,4.0,8.9,0.9955258738504245,0.09448933534716324,84.5780713301995,7
2023-02-20,1848,9.600000000000001,23.229166666666664,2.042857142857143,5.3,9.8,0.8167965817058547,0.5769257700203997,54.76539310310676,7
2023-02-27,2510,20.6,22.065476190476186,1.8226190476190476,4.6,11.1,0.9386580537666548,-0.3448493266616537,110.17259838030635,7
2023-03-06,2346,40.0,22.2625,1.8875,4.5,9.3,0.9990752067617111,-0.04299687470089118,92.46429915519111,7
2023-03-13,1913,24.8,21.329761904761906,1.7249999999999999,5.5,10.8,0.9682605917694033,-0.24994284631964356,104.47413015257418,7
2023-03-20,1985,63.8,20.586309523809522,1.750595238095238,4.5,10.1,0.9877652309231383,0.1559482240340019,81.02820573191104,7
2023-03-27,1675,6.6,21.8,2.0226190476190475,4.5,11.1,0.9830501338621246,-0.1833369420320387,100.56418791722747,7
2023-04-03,1674,2.0,21.86190476190476,1.7803571428571427,4.7,9.2,0.8299037165988726,-0.5579066419889425,123.9111513590369,7
2023-04-10,1902,51.4,21.26845238095238,1.8041666666666667,7.7,16.6,0.9753342523983192,-0.22073308791074353,102.75209441186631,7
2023-04-17,2125,63.6,21.44345238095238,1.7232142857142858,4.0,15.3,0.9159729360701936,-0.40124005331839585,113.6557231145211,7
2023-04-24,1665,16.2,20.505357142857143,2.6750000000000003,5.0,9.9,0.9804149533683529,-0.19694293389642167,101.35824678522485,7
2023-05-01,1915,54.6,20.842857142857145,1.6910714285714283,5.8,16.7,0.9602217886855057,-0.2792384581922919,106.21475878172792,7
2023-05-08,1422,0.0,20.387499999999996,1.844047619047619,4.4,8.6,0.9055904552594153,-0.42415318853339407,115.09707477383928,7
2023-05-15,1459,1.2,20.476190476190474,1.4047619047619049,3.3,6.7,0.6374937632023405,-0.7704555158334051,140.39481141406512,7
2023-05-22,1306,0.0,19.235119047619047,1.836309523809524,4.6,8.5,0.8546501524050275,-0.5192043114170598,121.27889340250687,7
2023-05-29,1417,0.0,19.72440476190476,2.194642857142857,4.4,9.0,0.9857269020520419,-0.16835223363794152,99.69202824213286,7
2023-06-05,1400,0.0,19.848214285714285,1.8916666666666664,4.2,8.4,0.8926718767915819,-0.45070713371922005,116.78906197106552,7
2023-06-12,1395,0.0,19.69702380952381,1.8291666666666668,3.8,8.2,0.9829491021988898,-0.18387784664389747,100.59571544788795,7
2023-06-19,1772,2.1999999999999997,20.13452380952381,1.855952380952381,4.3,8.3,0.9369795600166629,-0.34938417839246927,110.44965334732491,7
2023-06-26,1442,0.0,18.16190476190476,2.0857142857142854,4.0,8.7,0.9468081263073834,-0.3217986512686183,108.77173461889062,7
2023-07-03,1371,0.0,18.454761904761906,2.111904761904762,4.8,10.5,0.955965250368823,-0.29347988020863314,107.06640670091964,7
2023-07-10,1548,0.0,18.2375,1.8398809523809523,4.0,7.9,0.947100036265017,-0.32093850081721803,108.7196909261742,7
2023-07-17,1522,0.0,20.817857142857143,1.6827380952380953,3.3,8.1,0.9885302432903598,-0.15102303830973016,98.6862177692326,7
2023-07-24,1744,0.0,19.919642857142858,3.1166666666666667,6.3,12.4,0.9985277985673099,-0.0542423772370081,93.10938531675583,7
2023-07-31,1398,0.0,20.432738095238097,2.050595238095238,4.7,8.5,0.945015634021739,-0.3270251541617107,109.0883135749359,7
2023-08-07,1276,0.0,21.16428571428571,2.049404761904762,4.5,10.8,0.9546489972850412,-0.29773359229798957,107.32152816000513,7
2023-08-14,1446,0.0,21.876190476190477,2.488095238095238,5.4,11.7,0.9607623583976904,-0.2773728369651722,106.10346979577795,7
2023-08-21,2337,0.0,21.04285714285714,2.6324016563146997,6.1,12.0,0.9511266451695142,-0.30880107650166183,107.98699264817586,7
2023-08-28,2648,12.8,22.904329004329004,1.7761904761904763,5.2,10.3,-0.4543644815836419,0.8908158720382279,332.97594869049584,7
2023-09-04,2411,47.4,22.826785714285712,1.8982142857142856,4.5,9.9,0.7170843811694161,0.696986363053737,45.81428322448159,7
2023-09-11,1692,0.0,23.32202380952381,2.9017857142857144,5.9,11.1,0.9966703728935828,-0.08153629741511778,94.67687762498001,7
2023-09-18,1536,0.0,23.764880952380953,2.2535714285714286,4.0,9.5,0.9846104561069737,-0.1747634107152219,100.06489037190245,7
2023-09-25,1680,0.0,26.24047619047619,2.0732142857142857,4.8,9.4,0.9522253175704665,0.30539637289565863,72.21798776834211,7
2023-10-02,2994,23.800000000000004,24.530357142857145,1.7089285714285716,4.6,11.0,0.9585587190974509,0.2848950368859628,73.4474254593184,7
2023-10-09,3082,38.8,23.469642857142855,1.5488095238095239,5.0,20.0,-0.6288930545541395,0.777491817277561,321.03149875469853,7
2023-10-16,2536,0.4,25.426966873706004,2.397722567287785,5.0,12.5,0.982882078845547,-0.1842357703711635,100.61657941518186,7
2023-10-23,3109,14.799999999999999,25.25703933747412,2.1761128364389237,4.9,10.7,0.9907394831851899,0.13577656814761105,82.19647255180688,7
2023-10-30,2486,32.0,24.1184265010352,1.9361542443064184,4.7,12.4,-0.13546830518685948,0.9907816804371183,352.2142994282622,7
2023-11-06,3928,35.8,23.239285714285717,1.9964285714285714,5.5,12.8,0.7562309212189758,-0.6543048171856136,130.8669585102303,7
2023-11-13,1911,0.0,25.695833333333333,2.270833333333333,5.1,10.4,0.9741479612426037,0.22591093290692815,76.9435499335134,7
2023-11-20,2570,13.600000000000001,25.39702380952381,2.166666666666667,5.6,15.3,-0.40007927331386345,0.9164805371990454,336.4168656712541,7
2023-11-27,3361,78.6,23.054166666666667,1.9095238095238096,6.4,13.5,0.942572080577127,-0.3340028037554564,109.51191036839494,7
2023-12-04,2675,20.200000000000003,22.67083333333333,1.7803571428571427,5.8,14.3,0.44621611926026805,-0.8949252342583186,153.49882799168958,7
2023-12-11,2191,3.2,24.23690476190476,2.0880952380952382,4.8,14.8,0.9993334226564359,0.036506305780966364,87.90787787874059,7
2023-12-18,1775,4.6,24.766071428571426,2.1625,4.5,10.9,0.9618662237903314,-0.27352032379939867,105.8738545164245,7
2023-12-25,2542,63.0,22.05595238095238,2.031547619047619,5.0,11.3,-0.4718673842324365,0.8816695365598373,331.8444190859085,7
2024-01-01,3194,70.4,22.833928571428572,1.8178571428571428,4.8,11.8,-0.9111612191078251,0.4120500367600299,294.3336801212163,7
2024-01-08,2761,136.0,21.13214285714286,2.081547619047619,4.7,11.1,-0.4474004449339459,0.8943337418843748,333.42297887910655,7
2024-01-15,2343,59.2,21.814285714285713,1.706547619047619,4.5,10.5,0.9501499599483584,0.311793286666235,71.83266444764877,7
2024-01-22,2353,10.200000000000001,23.686309523809523,1.6619047619047618,5.4,12.7,-0.22255505964763325,0.974920122587096,347.1408515936549,7
2024-01-29,2060,61.400000000000006,21.934523809523807,2.0761904761904764,5.0,10.5,-0.7461459299540419,0.6657824353443232,311.7423797276297,7
2024-02-05,1996,20.8,22.073214285714283,2.026190476190476,5.2,9.2,0.9057231477318639,0.42386976733742643,64.9208556808254,7
2024-02-12,2662,55.0,21.46904761904762,1.9136904761904763,5.0,17.0,0.4850522067768766,0.8744851952439687,29.015892911006745,7
2024-02-19,2269,26.4,22.420238095238094,2.064285714285714,4.5,11.5,0.03118522727754874,0.9995136225182965,1.7870716460243787,7
2024-02-26,2002,20.6,21.991071428571427,2.3392857142857144,5.5,9.6,0.2703222524602474,0.962769899729327,15.683443644017911,7
2024-03-04,2084,4.4,23.002976190476186,1.594642857142857,4.7,9.8,0.8708373484676345,0.4915712690077196,60.55609105660018,7
2024-03-11,1915,31.6,23.213612836438923,1.7542701863354038,4.5,11.1,0.5231180615262572,0.8522602265182924,31.54163826963777,7
2024-03-18,2154,20.8,23.74360766045549,1.5723343685300206,3.8,8.2,0.33828509933292905,0.9410436714463949,19.772427451287676,7
2024-03-25,1954,55.599999999999994,22.48333333333333,1.7113095238095237,3.6,9.6,0.08970224934468693,0.9959686272481195,5.146477951068918,7
2024-04-01,1971,5.0,22.28095238095238,1.7779761904761904,4.3,11.6,0.9433600533542923,-0.331770718622646,109.37628619018801,7
2024-04-08,1935,88.60000000000001,22.14345238095238,1.7392857142857143,4.9,9.6,0.9420831431569878,0.33537941406629385,70.4043884370049,7
2024-04-15,1707,24.6,22.163690476190474,1.9327380952380953,4.4,8.9,0.9990651437756732,-0.043230064682964225,92.47767239169401,7
2024-04-22,1372,16.6,22.82202380952381,2.519047619047619,4.4,8.6,0.987449825462378,-0.15793303072606227,99.08694224446823,7
2024-04-29,1612,0.6000000000000001,23.03452380952381,2.0339285714285715,4.3,8.2,0.9993711794683049,-0.035457659935890166,92.03200020474421,7
2024-05-06,1352,0.0,22.830357142857142,2.457142857142857,4.9,8.6,0.9980931362482826,-0.06172593761189235,93.53888538848754,7
2024-05-13,1302,0.0,21.192261904761903,2.007142857142857,5.4,9.4,0.9999999778438166,-0.00021050502745970743,90.0120610497288,7
2024-05-20,1304,0.0,21.46607142857143,1.9916666666666667,4.1,8.7,0.8790597734897418,-0.4767115633505901,118.47084836242271,7
2024-05-27,1279,0.0,21.002976190476186,2.043452380952381,4.4,9.4,0.9550657127191535,-0.2963941368992568,107.24115476369994,7
2024-06-03,1452,0.0,19.529761904761905,2.237603519668737,4.8,10.0,0.8870951597900212,-0.46158658719368867,117.48953455052711,7
2024-06-10,1250,0.0,19.78222049689441,2.3391821946169773,5.0,9.3,0.9804954490030817,-0.19654178813739612,101.33480465486201,7
2024-06-17,1312,0.0,19.66845238095238,2.405952380952381,4.5,9.4,0.9973512653642559,-0.07273550354756333,94.17112075542133,7
2024-06-24,1253,0.0,19.619151138716354,1.9330486542443064,3.9,8.6,0.999729349830069,-0.02326428783237456,91.33306577316874,7
2024-07-01,1423,0.0,19.651505740636175,1.494045266327875,3.9,9.4,0.9803512306638493,0.19725989084422638,78.62322954235948,7
2024-07-08,1216,0.0,19.766071428571426,1.980952380952381,4.2,10.1,0.9975216486841342,-0.07036021892011629,94.03467725666926,7
2024-07-15,1294,0.0,19.935224920007528,2.153312629399586,5.2,10.2,0.9663381028421248,0.25727547686377517,75.09154021386495,7
2024-07-22,1315,0.0,19.08542960662526,2.4763716356107657,4.9,9.7,0.9825386080223523,-0.18605881797296944,100.72287004718427,7
2024-07-29,1402,0.0,19.701785714285712,2.105357142857143,4.6,15.3,0.9980811848102966,-0.06191888667986957,93.54996174299728,7
2024-08-05,1469,0.0,20.411309523809525,3.0077380952380954,5.5,10.6,0.999778232911158,-0.02105908348058609,91.20668580623625,7
2024-08-12,1572,0.0,19.859290890269147,2.032427536231884,4.5,10.4,0.8934753530841706,-0.4491122281024162,116.6867396823435,7
2024-08-19,1741,0.0,21.915734989648033,2.3466614906832297,4.1,9.0,0.9748998929234354,-0.22264365874166295,102.86435540402975,7
2024-08-26,1617,0.0,22.694798136645964,2.2257246376811595,5.0,9.8,0.9531531215033577,-0.30248822616492904,107.60711321834631,7
2024-09-02,1486,0.0,22.346273291925463,2.6226966873706004,5.2,9.8,0.9681194680443144,-0.2504889131151192,104.50644542221872,7
2024-09-09,1739,0.0,24.142883022774328,2.638768115942029,5.6,12.0,0.9945511310006029,0.10424992961830636,84.01604647214465,7
2024-09-16,1539,0.0,24.359523809523807,2.604166666666667,4.2,9.4,0.9942487237277321,0.1070956365393837,83.85208137063037,7
2024-09-23,1546,0.0,25.744047619047617,2.6982142857142857,5.9,12.9,0.9999350475922885,0.011397394290265895,89.34696327089074,7
2024-09-30,1763,0.0,26.082738095238092,2.688690476190476,5.3,11.5,0.9960930312393865,0.08831009634424941,84.93360438778467,7
2024-10-07,1993,0.0,26.76845238095238,2.066666666666667,7.5,15.4,0.879477326236054,0.47594078690177566,61.579377742723466,7
2024-10-14,4921,67.2,24.22202380952381,2.2875,5.2,18.9,0.9779496852167012,-0.20884064064390134,102.05441948189221,7
2024-10-21,3113,108.8,20.758928571428573,2.020833333333333,5.1,11.0,0.09556593719239233,0.9954231018258215,5.483893829821023,7
2024-10-28,3007,84.0,22.505434782608692,1.9783902691511386,5.4,12.1,0.9619756849657588,-0.27313509758846266,105.85090893482655,7
2024-11-04,1997,9.2,21.56845238095238,2.15,6.0,10.7,0.9104459554146553,0.41362804821372484,65.5670521826874,7
2024-11-11,2650,72.6,20.754166666666666,1.9648809523809523,4.9,11.4,0.06429508684717233,0.9979309303791093,3.6863799295523414,7
2024-11-18,2338,89.0,20.81845238095238,1.9589285714285716,4.7,12.0,0.7982904807532283,0.6022726196157183,52.96716398189792,7
