variavel,pearson_r
vento_rajada_max_ms,0.25440107936572165
vento_dir_cos,0.21027429732012476
vento_velocidade_max_ms,0.033575157164898325
vento_velocidade_media_ms,-0.14905456422730237
vento_dir_sin,-0.34535913178336347
