Faixa,Dias,Percentual,XGBoost,Bi-LSTM,Bi-GRU
Normal (<200),362,99.17808219178083,16.443747027624312,19.84357908131421,18.140026171110282
Moderada (200-400),3,0.821917808219178,205.10482833333333,214.71043894191584,210.13850258787474
Severa (>400),0,0.0,,,
