Modelo,Horizonte,Mes,n,MAE,RMSE,Erro_Medio
Bi-LSTM,1,2025-04,30,19.362084617465733,25.944278811520274,-4.10256256138285
Bi-LSTM,1,2025-05,31,9.010225436620173,10.765492018526421,-0.39431195898402155
Bi-LSTM,3,2024-06,17,6.239114553174552,8.247656510131176,-2.055043672814089
Bi-LSTM,3,2024-07,31,5.686014021596601,7.161605585280346,-1.9332550420395793
Bi-LSTM,3,2024-08,31,6.006148866107387,7.329633591793873,1.6401629777204605
Bi-LSTM,3,2024-09,30,13.286439753944675,22.855056100624992,-2.126905617242058
Bi-LSTM,3,2024-10,31,31.88526363310314,41.840875419157854,6.121686232907157
Bi-LSTM,3,2024-11,30,45.45071575393279,54.31830582487735,-8.320140513281025
Bi-LSTM,3,2024-12,31,40.697530484487935,48.64100743139041,-2.8814583675515286
Bi-LSTM,3,2025-01,31,47.18688036333169,72.76364588050178,43.063766242755996
Bi-LSTM,3,2025-02,28,26.89452876390091,30.805210611227313,-12.87260775401124
Bi-LSTM,3,2025-03,31,32.39662153297855,52.41758330399002,-12.006824163659926
Bi-LSTM,3,2025-04,30,24.36898509909709,29.247462709176517,-6.730623477200667
Bi-LSTM,3,2025-05,31,16.735775066239217,26.59964334431197,-7.787289342572612
Bi-LSTM,7,2024-06,17,6.050700841581121,7.838014014047862,-1.636703700703733
Bi-LSTM,7,2024-07,31,6.54004467831504,8.240986607534644,-2.788884784185117
Bi-LSTM,7,2024-08,31,5.903612656939414,6.988627209887244,1.3026045193114593
Bi-LSTM,7,2024-09,30,10.38393161619703,14.836621267337645,0.9019229086736839
Bi-LSTM,7,2024-10,31,52.292744458683075,69.3631206394317,-15.567672040193312
Bi-LSTM,7,2024-11,30,31.981932952503364,45.16359204125616,7.782815493643284
Bi-LSTM,7,2024-12,31,37.65739884395753,43.143855843860095,17.896453356550587
Bi-LSTM,7,2025-01,31,40.52223384692784,58.40855911290531,24.288556585629145
Bi-LSTM,7,2025-02,28,38.24190987327269,48.91383273930129,-20.717390466481447
Bi-LSTM,7,2025-03,31,32.20233814298145,55.205309375922866,-0.3611882648641084
Bi-LSTM,7,2025-04,30,20.66199393446247,26.24889222804763,5.374426054706175
Bi-LSTM,7,2025-05,31,15.368797526604705,21.459608840320485,-8.340649698650644
Bi-LSTM,14,2024-06,17,6.497333904180457,8.152362150953849,-3.517057919107816
Bi-LSTM,14,2024-07,31,7.809905167068204,9.139400866419086,-5.8043529660471025
Bi-LSTM,14,2024-08,31,5.931037063319837,7.195306596367923,-2.0276570942613383
Bi-LSTM,14,2024-09,30,8.978763750443855,12.616440174147032,-0.621415915836891
Bi-LSTM,14,2024-10,31,47.46242701166099,56.06585226510788,10.275497938596434
Bi-LSTM,14,2024-11,30,33.012217929462594,42.58068892075416,-6.083280377089977
Bi-LSTM,14,2024-12,31,43.345899766250966,52.36040385002886,7.578944147354172
Bi-LSTM,14,2025-01,31,44.74771289984065,69.32364235691628,41.90285527441771
Bi-LSTM,14,2025-02,28,27.084974039878166,34.965978405790864,-20.39661542326212
Bi-LSTM,14,2025-03,31,33.053378280853075,54.7851435547822,19.372104342185683
Bi-LSTM,14,2025-04,30,19.304240837693214,24.83661813968773,13.848592841625214
Bi-LSTM,14,2025-05,31,8.461309123303622,10.466449103990419,-2.3251888349411947
XGBoost,1,2024-06,17,5.520178682663861,8.281542105560305,0.590731732985553
XGBoost,1,2024-07,31,4.986719192997102,6.637363264090734,1.469403789889428
XGBoost,1,2024-08,31,6.2073508539507465,7.6558211478605935,0.38278951952534374
XGBoost,1,2024-09,30,15.614586130777996,18.530081772897116,-10.660671742757161
XGBoost,1,2024-10,31,31.622845434373424,37.23162848016217,-1.4518325559554552
XGBoost,1,2024-11,30,27.046725463867187,35.160702741437454,-0.14978154500325427
XGBoost,1,2024-12,31,25.2932864773658,31.76307915706122,1.2687043220766139
XGBoost,1,2025-01,31,33.479579310263354,60.138071053483046,22.038014565744707
XGBoost,1,2025-02,28,19.895638738359725,24.488754266465243,-2.993711335318429
XGBoost,1,2025-03,31,22.604053189677575,43.15896166675694,3.5579386680356917
XGBoost,1,2025-04,30,14.354748344421386,19.234521390440527,2.277595583597819
XGBoost,1,2025-05,31,8.764215592415102,10.17414363903572,0.6330851277997415
XGBoost,3,2024-06,17,5.991713467766257,8.800659243150848,1.967919630162856
XGBoost,3,2024-07,31,5.456178665161133,7.257303228236799,1.5172386169433594
XGBoost,3,2024-08,31,9.622875736605737,12.578516377165043,-1.4163920802454795
XGBoost,3,2024-09,30,25.22059726715088,28.994859469520247,-22.44769229888916
XGBoost,3,2024-10,31,40.348815056585494,44.4959716679543,-1.8421742839197945
XGBoost,3,2024-11,30,30.32857780456543,42.58862357163624,5.0117844899495445
XGBoost,3,2024-12,31,29.4889037839828,35.23547609685251,4.062451639483052
XGBoost,3,2025-01,31,39.59809014105028,68.50200203830782,32.18562907557334
XGBoost,3,2025-02,28,22.441056524004257,25.8128865559178,-10.60455744607108
XGBoost,3,2025-03,31,35.14288680784164,54.21751230328571,-0.1979997081141318
XGBoost,3,2025-04,30,17.259714635213218,21.867245471179913,4.559495162963867
XGBoost,3,2025-05,31,14.759179669041787,17.587565742309067,-5.662340318003008
XGBoost,7,2024-06,17,6.925813001744888,8.908939595161815,1.3242170670453237
XGBoost,7,2024-07,31,6.578856406673308,8.850486271891677,0.15329800882647115
XGBoost,7,2024-08,31,8.951644436005623,11.550741709458805,-0.801111682768791
XGBoost,7,2024-09,30,43.6389720916748,46.91917244599393,-42.85943463643392
XGBoost,7,2024-10,31,43.835320134316724,49.69826990326261,-4.39335693851594
XGBoost,7,2024-11,30,31.480707677205405,43.65301249850706,6.1294740041097
XGBoost,7,2024-12,31,32.56595045520413,40.04109659636122,15.308018345986643
XGBoost,7,2025-01,31,40.17826892483619,65.56615038376792,30.9622802734375
XGBoost,7,2025-02,28,22.559058598109655,26.807092064533077,-9.30455562046596
XGBoost,7,2025-03,31,33.9757025318761,56.22208853921596,2.787765810566564
XGBoost,7,2025-04,30,20.796622403462727,26.775510599503445,7.9236752192179365
XGBoost,7,2025-05,31,14.719337863306846,19.49588727701915,-7.987713321562736
XGBoost,14,2024-06,17,6.368222180534812,8.520796188912753,-1.2763230940874886
XGBoost,14,2024-07,31,6.446733567022508,8.066183343779528,-1.925309919541882
XGBoost,14,2024-08,31,6.256949916962655,7.453192900940022,-0.2767544715635242
XGBoost,14,2024-09,30,23.55355027516683,26.77716550492635,-22.581145795186362
XGBoost,14,2024-10,31,35.36162591749622,42.932699108105105,8.987698708811115
XGBoost,14,2024-11,30,30.253991826375326,42.345054544288494,12.982384618123373
XGBoost,14,2024-12,31,31.84662394369802,40.51519770850384,18.08665281726468
XGBoost,14,2025-01,31,41.8053092956543,69.54580815214491,37.18024702995054
XGBoost,14,2025-02,28,22.26586845942906,27.117030807891823,-13.293541090829033
XGBoost,14,2025-03,31,31.146602938252112,51.26138916965315,8.38775259448636
XGBoost,14,2025-04,30,21.745180384318033,26.11615941814442,11.048814010620116
XGBoost,14,2025-05,31,10.44720434373425,12.163922876223502,-4.51082524945659
