data,temperatura_media,precipitacao_total_mm,vento_velocidade_media_ms,vento_velocidade_max_ms,vento_rajada_max_ms,vento_direcao_media_circular_gr,vento_dir_sin,vento_dir_cos,n_registros
2017-01-25,21.8125,9.999999999999998,1.6166666666666665,4.1,7.5,12.943849814906502,0.223996058348682,0.9745900501463443,24
2017-01-26,21.295833333333334,14.399999999999999,1.3333333333333333,2.6,8.8,202.28621298777,-0.3792335164805871,-0.9253009996632275,24
2017-01-27,21.708333333333332,0.0,1.2958333333333334,2.6,6.5,239.07598875566623,-0.8578496179420739,-0.5139008007355483,24
2017-01-28,23.858333333333334,0.0,2.8041666666666667,6.2,10.2,115.68704794778787,0.9011750295170963,-0.43345537968153147,24
2017-01-29,23.65833333333333,0.0,2.7708333333333335,4.1,10.0,102.66379878104556,0.9756732547444803,-0.21922978806793675,24
2017-01-30,23.454166666666666,0.0,2.7291666666666665,4.6,9.0,107.66348007807957,0.9528550762300755,-0.30342577956162015,24
2017-01-31,23.400000000000002,0.0,2.2041666666666666,3.8,7.7,76.44737922546496,0.9721551127765434,0.23433829542442686,24
2017-02-01,21.895833333333332,0.0,2.316666666666667,4.1,8.3,137.0431146733823,0.6814478284794129,-0.7318666935041468,24
2017-02-02,20.833333333333332,7.6000000000000005,1.9375,3.7,7.6,40.335432812549094,0.6472613045710142,0.7622681966375279,24
2017-02-03,21.7,4.800000000000001,2.033333333333333,3.8,7.9,324.306316474138,-0.5834516810660543,0.8121478534486165,24
2017-02-04,20.7,24.8,1.2249999999999999,2.9,7.1,44.036050511216786,0.6951108416111008,0.7189025788482798,24
2017-02-05,20.8625,2.4,1.6708333333333334,3.8,8.4,344.09401422272504,-0.2740596917753412,0.9617126833644261,24
2017-02-06,20.883333333333333,53.4,1.8499999999999999,4.3,13.2,338.57325688153,-0.3653113199702031,0.9308854062136908,24
2017-02-07,22.054166666666664,1.0,1.8875,3.8,7.9,305.5837795500572,-0.8132655276243779,0.5818927577980689,24
2017-02-08,20.941666666666666,36.8,2.091666666666667,3.6,7.4,314.04456198912726,-0.7187993098973132,0.6952176293011753,24
2017-02-09,21.770833333333332,7.8,1.7583333333333335,3.9,9.0,86.77849841198919,0.9984197455453212,0.05619618941899745,24
2017-02-10,20.845833333333335,11.8,2.025,5.0,10.7,356.3234890017134,-0.06412319693762313,0.9979419901048852,24
2017-02-11,20.083333333333332,9.8,2.3333333333333335,4.0,7.8,9.319729560865438,0.16194363113390123,0.9868000103035908,24
2017-02-12,20.304166666666667,1.4000000000000001,2.8874999999999997,5.2,10.1,50.439874047244686,0.7709566608023561,0.6368876095234391,24
2017-02-13,20.129166666666666,0.4,3.095833333333333,5.0,10.0,45.49829263742256,0.7132295623732987,0.7009305182090395,24
2017-02-14,21.154166666666665,2.0,3.016666666666666,6.3,12.2,58.181518500040134,0.8497226723200193,0.5272299120358451,24
2017-02-15,22.03333333333333,0.0,3.3833333333333333,4.8,9.8,98.48613511700107,0.9890516024870114,-0.14757007697319555,24
2017-02-16,21.087500000000002,0.8,2.8083333333333336,4.2,8.5,93.7373067049607,0.9978733881466916,-0.06518206216929867,24
2017-02-17,21.795833333333334,0.0,1.7208333333333332,3.8,6.8,92.18681500960143,0.9992717238120988,-0.038157856197596894,24
2017-02-18,23.037499999999998,0.0,1.7666666666666666,3.5,7.0,101.93894627195267,0.978368593681249,-0.20686927006729447,24
2017-02-19,22.754166666666666,0.0,2.2791666666666663,4.1,8.3,98.41802826263688,0.9892263185954926,-0.14639429837944198,24
2017-02-20,22.712500000000002,1.6,2.829166666666667,4.7,11.4,101.50629428603648,0.979902796940966,-0.19947558383740072,24
2017-02-21,21.916666666666668,0.2,3.370833333333333,4.5,8.1,100.14345289943755,0.9843698994089521,-0.17611331902388705,24
2017-02-22,22.599999999999998,0.0,3.0833333333333335,4.3,8.6,84.2731010413434,0.9950088321256277,0.09978689288676292,24
2017-02-23,22.870833333333334,0.0,2.716666666666667,5.0,10.3,82.02544138955807,0.9903297689839791,0.13873337256817012,24
2017-02-24,21.358333333333334,1.6,1.4041666666666668,2.9,6.6,23.272333652901096,0.3951019673201324,0.9186372708636206,24
2017-02-25,20.425,36.4,1.7125000000000001,3.6,14.8,65.40510222934061,0.9092731755383269,0.41619982249689547,24
2017-02-26,19.0625,34.4,1.3,2.0,5.2,94.31085068811974,0.9971709161544255,-0.0751675726343731,24
2017-02-27,20.5,3.0,1.4083333333333332,3.5,7.3,123.13622016327247,0.83737332483669,-0.5466314250497744,24
2017-02-28,20.57916666666667,0.8,2.154166666666667,4.2,9.3,62.90211884190951,0.8902296504027739,0.4555119861691402,24
2017-03-01,20.55,0.8,2.1875,4.0,8.4,320.54906000614744,-0.6354172769638967,0.7721689479225299,24
2017-03-02,21.158333333333335,14.0,1.9124999999999999,4.4,8.8,8.948555441635127,0.15554757953118614,0.9878284013440741,24
2017-03-03,21.974999999999998,5.2,1.9291666666666665,7.3,14.0,93.98215757058549,0.997585724693248,-0.06944581980398187,24
2017-03-04,22.625,0.4,1.5458333333333334,3.2,5.9,106.46338772381287,0.9590010262587275,-0.28340259637961546,24
2017-03-05,21.370833333333334,0.0,1.3458333333333332,2.4,6.9,181.8511909785203,-0.032303756680726464,-0.9994780974610261,24
2017-03-06,23.162499999999998,0.0,1.5541666666666665,2.8,5.7,142.42392689014588,0.6098142481665008,-0.7925443727218845,24
2017-03-07,24.625,0.0,1.8375000000000001,3.8,7.7,133.67995622298665,0.7232087929930724,-0.6906294532797622,24
2017-03-08,24.087500000000002,0.0,1.9625000000000001,3.8,7.5,102.62123364540784,0.9758358516871521,-0.21850489825633285,24
2017-03-09,24.616666666666664,0.0,2.775,4.6,8.7,72.1834261161832,0.9520409247809543,0.3059707135368114,24
2017-03-10,23.8,0.0,2.245833333333333,4.0,8.8,106.73828091054577,0.9576302874868537,-0.2880004036244499,24
2017-03-11,23.787499999999998,0.0,2.4916666666666667,4.2,9.2,84.42191936365161,0.9952646589606101,0.09720215339189066,24
2017-03-12,23.925,0.0,2.6,4.4,8.5,90.16795272830748,0.9999957036608712,-0.002931323898678384,24
2017-03-13,22.666666666666668,0.0,2.0833333333333335,3.6,7.9,34.69714266540739,0.5692385224847488,0.8221724299192841,24
2017-03-14,20.941666666666666,19.6,1.9583333333333333,4.4,12.7,141.57150006626318,0.6215375264003095,-0.7833843904981671,24
