data_referencia,interrupcoes,vento_velocidade_media_ms,vento_velocidade_max_ms,vento_rajada_max_ms,vento_direcao_media_gr,vento_direcao_moda_gr,n_dias
2023-06-26,1442,2.282380952380952,7.4,12.4,108.41190476190476,83.0,7
2023-07-03,1371,2.3649999999999998,6.3,15.1,105.63928571428572,85.0,7
2023-07-10,1548,2.145,7.8,12.9,123.65238095238094,52.0,7
2023-07-17,1522,1.7945288115246096,5.2,10.0,142.6487294917967,40.0,7
2023-07-24,1744,3.1322619047619047,9.0,14.5,85.18214285714285,82.0,7
2023-07-31,1398,2.2673809523809525,8.6,13.8,110.35476190476189,44.0,7
2023-08-07,1276,2.1814285714285715,7.2,13.4,112.56309523809524,70.0,7
2023-08-14,1446,2.6682142857142854,9.4,17.8,104.21904761904761,70.0,7
2023-08-21,2337,2.7463825530212085,8.1,14.5,133.06705682272909,49.0,7
2023-08-28,2648,1.8633079493605809,6.0,13.1,178.43668466036888,2.0,7
2023-09-04,2411,2.0247619047619048,9.7,19.2,137.76904761904763,44.0,7
2023-09-11,1692,3.0417396958783516,10.6,25.0,93.67205882352941,67.0,7
2023-09-18,1536,2.4592078695885133,7.7,14.3,113.65474104896195,64.0,7
2023-09-25,1680,2.213626051794425,6.6,16.2,120.43725593264811,32.0,7
2023-10-02,2994,2.0445743974057207,10.0,30.4,176.3369155257652,39.0,7
2023-10-09,3082,1.602593943691989,9.4,20.0,183.64433627242116,8.0,7
2023-10-16,2536,2.4678777064628434,8.8,16.5,125.87751861308355,35.0,7
2023-10-23,3109,2.373689255196804,8.0,20.8,104.76742271400403,53.0,7
2023-10-30,2486,1.9095037892548656,5.6,16.5,198.90047324412376,16.0,7
2023-11-06,3928,2.0253782717831936,7.8,15.0,167.87828869245558,8.0,7
2023-11-13,1911,2.3331042568542566,7.0,14.0,114.87856290534862,32.0,7
2023-11-20,2570,1.9835870911534366,7.7,21.3,197.29046427149322,6.0,7
2023-11-27,3361,1.8571456046513255,8.5,16.5,175.63602975422197,2.0,7
2023-12-04,2675,1.7022401576383877,6.9,15.4,177.85163694322986,18.0,7
2023-12-11,2191,2.0049644901131134,8.5,14.9,143.56175045781586,5.0,7
2023-12-18,1775,2.2241254729331117,8.0,13.2,136.8269478404377,19.0,7
2023-12-25,2542,1.819567473496009,6.2,12.7,217.4283194280493,59.0,7
2024-01-01,3194,1.738908585163307,6.8,13.6,203.43240094777207,6.0,7
2024-01-08,2761,1.7559561369843084,6.0,14.6,238.12499653280364,7.0,7
2024-01-15,2343,1.5785881841644425,8.1,15.7,165.5809758805552,5.0,7
2024-01-22,2353,1.5607881458642292,5.5,26.6,186.12899056728898,39.0,7
2024-01-29,2060,1.7642381937375835,6.4,12.5,247.15974451236573,6.0,7
2024-02-05,1996,1.748438957213123,7.4,15.9,144.76853979025526,3.0,7
2024-02-12,2662,1.8433435755175942,5.5,17.0,150.45539012244217,6.0,7
2024-02-19,2269,1.8504105408000178,6.7,15.3,197.5266062534656,7.0,7
2024-02-26,2002,2.0090296639609293,6.0,12.1,176.31856808782558,2.0,7
2024-03-04,2084,1.4849309685816434,6.7,16.0,164.49848907963602,32.0,7
2024-03-11,1915,1.6811286184655045,5.9,12.6,144.8683611586611,15.0,7
2024-03-18,2154,1.6052220515922875,8.3,15.1,152.6200520088905,15.0,7
2024-03-25,1954,1.5946286141575274,5.4,10.6,168.9405418099443,6.0,7
2024-04-01,1971,1.7298892369146512,7.2,13.3,153.26345093296845,151.0,7
2024-04-08,1935,1.7253037655740262,6.9,11.2,130.9882678495127,15.0,7
2024-04-15,1707,1.9566666666666666,7.0,11.4,117.4452380952381,6.0,7
2024-04-22,1372,2.447738095238095,6.7,12.7,104.19166666666668,47.0,7
2024-04-29,1612,1.942738095238095,6.0,12.2,118.80238095238096,18.0,7
2024-05-06,1352,2.359047619047619,7.2,11.0,99.45119047619048,85.0,7
2024-05-13,1302,1.9532633053221289,6.1,11.9,133.46943777511004,15.0,7
2024-05-20,1304,1.9628571428571429,4.9,9.6,128.10833333333332,76.0,7
2024-05-27,1279,2.1740476190476192,7.4,13.2,102.33333333333333,30.0,7
2024-06-03,1452,2.3729741896758703,8.1,15.1,121.18000200080031,94.0,7
2024-06-10,1250,2.5655416245984073,8.5,14.2,99.17050292940087,91.0,7
2024-06-17,1312,2.4734523809523807,7.5,14.0,95.25952380952381,47.0,7
2024-06-24,1253,2.158520408163265,7.9,13.0,98.50392156862745,34.0,7
2024-07-01,1423,1.6050144634124837,5.2,13.9,146.94007942159914,23.0,7
2024-07-08,1216,2.2241666666666666,7.9,12.5,111.85595238095239,49.0,7
2024-07-15,1294,2.3006502601040415,7.3,13.5,103.97060824329732,17.0,7
2024-07-22,1315,2.408003557355145,6.6,12.0,97.51194833865749,73.0,7
2024-07-29,1402,2.164285714285714,6.5,16.0,92.42380952380952,39.0,7
2024-08-05,1469,3.0266013957052786,8.2,13.8,82.8862635387121,75.0,7
2024-08-12,1572,2.0834971177795554,7.6,12.0,141.905329779952,71.0,7
2024-08-19,1741,2.4534443264485284,8.6,14.4,96.75619837678661,37.0,7
2024-08-26,1617,2.2966162736280955,6.7,12.8,109.99121936910358,51.0,7
2024-09-02,1486,2.567380952380952,8.7,14.4,98.7827631052421,61.0,7
2024-09-09,1739,2.696096184746134,7.5,14.9,82.96175286538627,33.0,7
2024-09-16,1539,2.6882965564652035,7.7,13.1,82.01059238903342,22.0,7
2024-09-23,1546,2.7009732969773474,8.4,18.3,86.4722077674104,70.0,7
2024-09-30,1763,2.7649094341025515,8.8,15.5,102.14387278165272,42.0,7
2024-10-07,1993,2.0835792190517863,9.3,22.6,125.67437567298023,7.0,7
2024-10-14,4921,2.291658340064231,7.9,18.9,153.45613253982265,17.0,7
2024-10-21,3113,1.9275283985197649,6.5,17.6,173.14756943413536,33.0,7
2024-10-28,3007,1.9608692202568767,8.3,16.7,158.5055998458632,26.0,7
2024-11-04,1997,2.2953017168712657,8.2,13.3,103.51510388108133,20.0,7
2024-11-11,2650,1.919039394507983,7.9,14.5,171.12138689892942,13.0,7
2024-11-18,2338,1.8617877725217176,5.1,14.9,133.82807081947595,13.0,7
2024-11-25,3045,1.864928708709432,6.3,15.0,197.60197414977634,27.0,7
2024-12-02,2159,1.8853368989147412,7.0,13.5,173.52648437629642,1.0,7
2024-12-09,2342,1.7316790279868848,7.2,15.3,160.3177212129452,10.0,7
2024-12-16,2879,1.7200667012696569,6.3,22.9,183.34519478199772,14.0,7
2024-12-23,2757,1.6528651258911806,6.6,12.9,175.27603308722055,23.0,7
2024-12-30,2896,1.9101054995014528,7.1,13.7,208.24179647840842,43.0,7
2025-01-06,2393,1.8017646439106616,6.2,12.1,181.2307627475769,8.0,7
2025-01-13,2374,1.870952380952381,5.6,11.0,265.02976190476187,287.0,7
2025-01-20,2423,2.0110714285714284,6.1,12.2,193.625,8.0,7
2025-01-27,3643,1.7368157262905162,6.4,18.6,161.05920368147258,3.0,7
2025-02-03,2569,1.8100280112044818,7.4,14.0,209.0624949979992,328.0,7
2025-02-10,1825,2.2634523809523808,6.3,13.4,108.83095238095237,75.0,7
2025-02-17,2266,1.7094667867146858,6.2,14.0,148.7717486994798,61.0,7
2025-02-24,1796,2.0110714285714284,7.2,13.8,110.56666666666668,45.0,7
2025-03-03,1894,2.7353208232445523,7.6,14.3,104.39675327758222,88.0,7
2025-03-10,1782,2.7383803521408567,10.1,17.6,107.47129851940777,66.0,7
2025-03-17,3030,1.5876291364003225,10.9,25.0,160.7546408393866,155.0,7
2025-03-24,2481,1.6314907447549494,6.8,18.0,154.70484309653804,11.0,7
2025-03-31,2018,1.3936564625850338,5.1,12.0,142.52925170068028,6.0,7
2025-04-07,1679,2.3334523809523806,7.9,15.4,115.98095238095239,62.0,7
2025-04-14,2141,1.5780952380952378,5.5,13.9,152.20833333333334,33.0,7
2025-04-21,1971,1.3499259703881552,5.4,12.1,193.40056022408962,5.0,7
2025-04-28,2158,1.3974155816172622,5.1,10.7,151.72519854095484,49.0,7
2025-05-05,1773,2.048262304921969,6.0,11.9,125.77563025210085,74.0,7
2025-05-12,1453,2.003642456982793,7.2,12.0,108.13028211284515,49.0,7
2025-05-19,1766,2.9488055222088834,6.9,12.8,97.58527410964385,87.0,7
2025-05-26,1643,2.125702280912365,7.1,12.3,112.64781912765105,83.0,7
2025-06-02,1172,1.7748501400560222,5.4,12.9,136.32362745098038,15.0,5
