data_referencia,interrupcoes,vento_velocidade_media_ms,vento_velocidade_max_ms,vento_rajada_max_ms,vento_direcao_media_gr,vento_direcao_moda_gr,n_dias
2019-12-16,2511,2.3239821983571987,10.3,20.2,138.61630314130315,2.0,7
2019-12-23,2373,1.9638095238095237,6.0,22.8,141.24285714285713,32.0,7
2019-12-30,2049,2.2947871678006275,7.7,14.0,118.0232348176124,49.0,7
2020-01-06,2055,2.231726622852531,7.3,13.9,264.78241686505106,72.0,7
2020-01-13,1659,1.705,7.2,12.6,192.08571428571426,66.0,7
2020-01-20,1798,1.9310714285714285,6.0,19.8,147.42857142857142,58.0,7
2020-01-27,2527,2.802857142857143,9.2,15.8,292.64761904761906,308.0,7
2020-02-03,1423,1.8114019506107528,7.7,16.0,176.04320490908228,23.0,7
2020-02-10,1624,2.4225090036014407,6.8,15.2,163.3627450980392,13.0,7
2020-02-17,1480,1.6540937222346568,6.8,14.8,159.35569041175793,23.0,7
2020-02-24,1348,1.603477068793619,7.4,14.8,171.60234704051112,22.0,7
2020-03-02,1451,1.5020762711864408,6.0,14.2,190.1654761904762,2.0,7
2020-03-09,1390,1.6291104896113535,6.9,11.5,189.67439651917468,31.0,7
2020-03-16,1074,2.295437798847977,6.4,12.4,90.68619776394563,33.0,7
2020-03-23,1439,1.7249999999999999,5.5,14.3,216.17522008803522,32.0,7
2020-03-30,1328,2.518271359825982,6.6,13.4,98.25569304644935,84.0,7
2020-04-06,1146,1.813409481699828,8.3,17.6,165.8581491034144,30.0,7
2020-04-13,1219,1.5086904761904762,5.4,14.0,181.0845238095238,9.0,7
2020-04-20,1250,2.2016526610644256,5.8,12.5,110.1703781512605,1.0,7
2020-04-27,1169,2.363698479391757,7.2,13.2,102.47741096438575,37.0,7
2020-05-04,1039,1.7084523809523808,7.3,11.8,133.7595238095238,17.0,7
2020-05-11,971,2.168695387868788,8.0,12.9,122.56328198876471,15.0,7
2020-05-18,1509,1.7738746701820098,5.7,25.1,138.27348125880238,5.0,7
2020-05-25,1141,2.415806322529012,8.6,15.0,121.64766906762705,15.0,7
2020-06-01,1237,1.7154761904761904,5.4,9.5,146.82500000000002,53.0,7
2020-06-08,975,1.895595238095238,5.7,10.9,122.29615846338537,59.0,7
2020-06-15,1093,2.075595238095238,8.4,15.1,104.49416766706683,41.0,7
2020-06-22,1329,2.7701190476190476,7.1,13.0,96.57228891556623,49.0,7
2020-06-29,1138,2.014404761904762,6.4,11.9,103.60605326876514,1.0,7
2020-07-06,1180,1.9235714285714285,8.8,12.9,153.3514875441702,1.0,7
2020-07-13,1339,2.1636354541816725,7.2,13.9,106.66289515806321,5.0,7
2020-07-20,1344,2.7239285714285715,7.8,14.2,87.92023809523809,87.0,7
2020-07-27,1024,2.3866666666666667,8.3,14.2,89.71904761904761,51.0,7
2020-08-03,1143,2.9630952380952382,8.3,14.0,91.58971588635454,52.0,7
2020-08-10,1018,3.0653571428571427,7.9,13.4,91.64761904761905,48.0,7
2020-08-17,1075,2.274642857142857,7.4,12.6,102.43333333333332,44.0,7
2020-08-24,1061,2.5908507099165603,6.1,11.3,125.08838414595282,44.0,7
2020-08-31,950,2.799931294733447,9.0,16.5,93.82119492656875,80.0,7
2020-09-07,933,2.929047619047619,7.9,13.5,84.11785714285715,71.0,7
2020-09-14,851,2.6522619047619047,6.7,15.5,82.89404761904761,37.0,7
2020-09-21,1884,2.0969047619047623,8.4,15.0,129.0595238095238,1.0,7
2020-09-28,1810,2.475834549779688,9.1,13.6,117.62772117118682,50.0,7
2020-10-05,1236,2.7613095238095235,7.6,19.5,86.33809523809524,41.0,7
2020-10-12,2288,2.161502601040416,7.2,15.6,160.36840736294516,4.0,7
2020-10-19,2336,2.273160166340363,7.7,19.0,136.5220885015835,8.0,7
2020-10-26,2418,2.362895378918187,8.3,14.3,164.52907993329865,33.0,7
2020-11-02,1704,1.8411316525741108,7.4,13.5,206.27418885850733,5.0,7
2020-11-09,1676,1.9882107046978976,9.7,20.2,123.2001606488669,44.0,7
2020-11-16,1832,1.7445502758925875,5.5,19.5,177.68563767669997,14.0,7
2020-11-23,1496,2.084949433334689,6.7,14.0,200.1640176686638,2.0,7
2020-11-30,1414,3.085108479023241,7.6,16.8,85.34082216773933,52.0,7
2020-12-07,2282,1.788443816390886,5.3,14.7,180.55279236234176,10.0,7
2020-12-14,2418,1.7655790354752114,7.2,17.7,176.6834222110354,50.0,7
2020-12-21,1238,1.8951777460660273,6.6,13.0,138.0983371174811,9.0,7
2020-12-28,1931,1.842704404963966,7.4,17.0,186.74570815985913,4.0,7
2021-01-04,2101,1.992836729880549,6.7,16.1,156.85657000810806,11.0,7
2021-01-11,1925,1.7241646658663465,6.6,20.3,160.02627050820328,16.0,7
2021-01-18,1755,1.5988747842196116,7.0,13.1,148.20171676982022,5.0,7
2021-01-25,1254,2.233769168684423,7.0,17.5,114.90774818401938,49.0,7
2021-02-01,2282,1.858771278611401,6.8,19.6,139.62839969538445,65.0,7
2021-02-08,2888,2.1397637071277473,6.6,15.2,225.60487100984565,322.0,7
2021-02-15,2383,1.6013477185746094,6.6,13.0,172.9648590205313,3.0,7
2021-02-22,2400,1.7931287252916772,5.5,15.2,233.8694018633094,3.0,7
2021-03-01,2316,1.7969047619047618,6.8,15.4,146.05722288915564,7.0,7
2021-03-08,2148,1.9613956962095183,6.8,14.8,159.124564308482,39.0,7
2021-03-15,1902,1.5722137677322123,6.1,19.5,184.19813233420268,3.0,7
2021-03-22,1677,1.9398504825659078,6.2,11.9,133.91515436683147,9.0,7
2021-03-29,1386,2.005803092640794,6.4,14.1,122.01286427652329,60.0,7
2021-04-05,1870,1.6430612244897962,5.6,16.5,170.47615046018407,8.0,7
2021-04-12,1488,2.513214285714286,7.6,13.8,108.1107142857143,18.0,7
2021-04-19,1552,1.6946428571428573,6.7,11.1,134.8702380952381,2.0,7
2021-04-26,1525,1.3598589435774309,4.4,9.8,199.64243697478992,17.0,7
2021-05-03,1332,2.3241666666666667,7.3,13.1,116.02380952380952,52.0,7
2021-05-10,1423,2.062857142857143,9.1,14.7,129.6238095238095,61.0,7
2021-05-17,1257,1.7234523809523807,6.9,10.8,125.83571428571429,45.0,7
2021-05-24,1466,1.4289285714285713,4.5,10.0,192.11071428571427,51.0,7
2021-05-31,1476,1.5492857142857142,5.6,10.0,130.91904761904763,33.0,7
2021-06-07,1319,2.3194047619047615,8.3,14.1,102.81666666666668,33.0,7
2021-06-14,1620,2.087738095238095,9.5,18.6,123.78333333333333,51.0,7
2021-06-21,1973,1.7545238095238094,6.7,12.8,141.65,44.0,7
2021-06-28,1405,2.1352380952380954,7.6,13.4,110.43333333333332,52.0,7
2021-07-05,1473,2.2779761904761906,8.6,12.8,138.20714285714286,83.0,7
2021-07-12,1349,1.9920238095238092,6.3,11.9,114.24642857142858,84.0,7
2021-07-19,1611,1.9844047619047618,7.2,11.6,139.8845238095238,14.0,7
2021-07-26,1402,2.6429761904761904,8.1,13.1,102.37142857142858,41.0,7
2021-08-02,1240,2.4664285714285716,9.4,18.3,148.90357142857144,51.0,7
2021-08-09,1302,2.952538506928195,10.2,15.9,97.89858790974017,64.0,7
2021-08-16,1303,2.4270238095238095,9.9,16.1,103.85119047619048,54.0,7
2021-08-23,1631,2.9078991596638657,8.4,13.6,84.7703981592637,44.0,7
2021-08-30,1622,2.7919047619047617,8.6,14.3,98.35238095238095,18.0,7
2021-09-06,1502,2.519285714285714,9.6,15.6,125.88095238095238,42.0,7
2021-09-13,1520,2.4107783113245302,9.0,14.4,96.44788915566225,45.0,7
2021-09-20,1367,2.5741206482593038,11.0,17.4,94.30286114445778,14.0,7
2021-09-27,2437,2.1757863145258103,7.0,18.9,150.56791716686672,25.0,7
2021-10-04,2034,1.8737557869736334,6.3,20.8,162.4408429908252,25.0,7
2021-10-11,2122,2.3632311965650445,6.8,14.6,143.98375755952227,32.0,7
2021-10-18,2567,2.139737076933917,7.7,15.1,169.910492963556,14.0,7
2021-10-25,2691,2.006148469137458,6.0,15.5,191.6298123402586,3.0,7
2021-11-01,2099,2.689621968999554,8.4,20.3,127.51745178250408,8.0,7
2021-11-08,2179,1.9157380094519059,8.8,12.8,229.7033297430562,11.0,7
2021-11-15,2213,2.1721402415414457,6.4,21.3,139.36902644358707,13.0,7
2021-11-22,2429,1.886234129441275,6.5,12.1,153.44817300085842,22.0,7
2021-11-29,4344,2.2265333526365447,9.2,19.7,201.69060677604466,17.0,7
2021-12-06,2795,1.8044140844769767,6.3,13.4,197.8825623135536,7.0,7
2021-12-13,2737,1.796542334882671,6.1,13.3,198.3372561845251,329.0,7
2021-12-20,2640,1.7401899934762475,7.2,13.5,189.6243430527359,3.0,7
2021-12-27,2549,1.999042600758353,6.3,13.0,157.30298869086337,18.0,7
2022-01-03,1898,2.113976173904565,5.7,12.1,223.2864751858696,2.0,7
2022-01-10,2137,2.3658333333333337,7.3,14.0,263.64047619047614,14.0,7
2022-01-17,2273,2.1310714285714285,5.9,14.4,147.19285714285712,10.0,7
2022-01-24,1794,1.8827380952380952,5.5,11.3,127.59285714285714,41.0,7
2022-01-31,2010,2.1363161375661375,6.8,12.9,222.74027777777778,2.0,7
2022-02-07,2179,1.6250096006144392,6.5,15.4,186.10152649769586,41.0,7
2022-02-14,2161,1.9453353501175659,6.8,12.9,242.69187109307794,242.0,7
2022-02-21,2283,1.5859852216748769,5.1,14.9,185.359934318555,1.0,7
2022-02-28,2035,2.021785714285714,7.4,11.3,117.03333333333333,77.0,7
2022-03-07,2836,2.0725980392156864,8.1,21.0,116.65248099239696,20.0,7
2022-03-14,2185,1.683690476190476,6.7,19.6,134.92380952380952,2.0,7
2022-03-21,1782,1.7422619047619048,6.3,14.0,132.34642857142856,30.0,7
2022-03-28,1810,2.149404761904762,8.8,21.5,118.93214285714285,56.0,7
2022-04-04,1515,2.1151190476190473,7.5,13.0,115.20238095238095,48.0,7
2022-04-11,1762,1.6763128471727673,5.5,11.8,135.89866098981966,8.0,7
2022-04-18,1916,1.660952380952381,4.7,10.3,161.53571428571428,20.0,7
2022-04-25,1657,2.1577380952380953,7.0,12.5,111.70595238095237,10.0,7
2022-05-02,1458,2.476904761904762,8.1,14.5,96.41904761904762,82.0,7
2022-05-09,1753,1.860595238095238,6.0,13.2,148.2357142857143,11.0,7
2022-05-16,1457,1.7608333333333335,8.5,12.5,140.87452981192476,9.0,7
2022-05-23,2025,2.1122619047619047,6.4,11.4,159.2761904761905,49.0,7
2022-05-30,1634,2.482380952380953,7.8,13.9,100.20119047619048,23.0,7
2022-06-06,1541,2.094880952380952,6.8,11.0,120.34642857142856,80.0,7
2022-06-13,1586,1.699047619047619,5.2,9.5,162.13214285714284,34.0,7
2022-06-20,1478,2.129642857142857,7.4,13.3,120.30952380952381,37.0,7
2022-06-27,1397,2.236666666666667,7.1,11.5,107.85952380952381,55.0,7
2022-07-04,1496,2.3288815526210485,7.8,14.4,100.02728091236496,38.0,7
2022-07-11,1406,2.384285714285714,6.4,17.5,88.84166666666667,93.0,7
2022-07-18,1708,2.261904761904762,7.6,15.3,96.56309523809524,29.0,7
2022-07-25,1433,2.495833333333333,7.4,14.6,99.625,40.0,7
2022-08-01,1733,2.059741486338125,6.7,11.9,135.9958085798422,42.0,7
2022-08-08,1663,1.9728571428571426,7.1,12.9,117.95595238095237,7.0,7
2022-08-15,1642,2.454214685874349,7.6,13.3,134.79122649059624,49.0,7
2022-08-22,1613,2.7279761904761903,8.8,15.8,104.50357142857142,53.0,7
2022-08-29,1655,2.8325903119868636,9.3,15.5,95.37750410509031,62.0,7
2022-09-05,1707,3.0831032412965187,11.2,18.8,87.7952380952381,66.0,7
2022-09-12,1576,2.754508515270515,7.7,14.2,85.37619556297095,52.0,7
2022-09-19,3317,2.125381474623748,5.7,15.6,157.1431323560116,5.0,7
2022-09-26,2685,2.0494916974787634,7.7,15.7,150.39042720501166,12.0,7
2022-10-03,1960,2.1129245166123813,7.2,16.7,150.68438882289118,18.0,7
2022-10-10,2194,2.4903448032841995,8.9,16.7,148.93457515122518,11.0,7
2022-10-17,2148,3.502742368133694,10.2,17.0,86.67436364376259,31.0,7
2022-10-24,2058,2.276156616492751,8.2,13.7,122.47287493876298,26.0,7
2022-10-31,2325,2.018637808181936,9.6,15.8,171.14611664587997,18.0,7
2022-11-07,3064,2.5691840320880543,7.5,12.0,143.11420733236923,47.0,7
2022-11-14,4211,1.994554147697324,12.1,21.3,178.01595624627257,13.0,7
2022-11-21,4346,2.081829706882901,10.7,22.3,149.76418603232423,10.0,7
2022-11-28,2477,1.880966859345882,5.3,14.8,211.68100101312976,23.0,7
2022-12-05,2551,2.2004250412146193,6.5,14.1,168.60748296899348,3.0,7
2022-12-12,2943,1.8510986059715642,7.0,16.0,217.9018651021244,9.0,7
2022-12-19,2784,1.953780699747566,7.1,18.1,273.8847918277748,269.0,7
2022-12-26,2659,2.2024202714085677,7.3,22.8,195.43892350669262,24.0,7
2023-01-02,2029,1.8951040116196403,6.9,13.8,143.19728250370613,9.0,7
2023-01-09,1944,1.9468363331482283,7.2,15.4,233.5051692061667,19.0,7
2023-01-16,2641,1.4708390447633326,7.2,14.8,171.33386521025201,2.0,7
2023-01-23,2406,1.8725097360708503,6.9,14.0,200.261398344591,14.0,7
2023-01-30,2389,1.6807232504524114,6.6,14.3,193.65025357805322,25.0,7
2023-02-06,2233,1.5883562696518505,6.7,22.0,161.69915933317944,5.0,7
2023-02-13,1921,1.8216321663255246,6.5,10.7,126.38527858753754,6.0,7
2023-02-20,1848,1.950736409574956,7.0,13.5,148.08181972456288,45.0,7
2023-02-27,2510,1.8391392267200313,5.2,21.1,149.8132329643548,31.0,7
2023-03-06,2346,1.9362720498093307,7.4,17.2,151.12537048918213,21.0,7
2023-03-13,1913,1.775797406162118,7.3,15.4,147.78003016843863,7.0,7
2023-03-20,1985,1.7376876257004539,6.9,12.5,139.89822971844336,40.0,7
2023-03-27,1675,2.109671704177841,6.7,13.5,129.0365839028605,35.0,7
2023-04-03,1674,1.8027547129467307,6.5,19.0,150.09873461427392,5.0,7
2023-04-10,1902,1.7755740992048992,7.7,16.6,141.67850053064703,46.0,7
2023-04-17,2125,1.7757308568799097,5.7,15.3,150.5978637043692,61.0,7
2023-04-24,1665,2.489642857142857,6.6,13.1,162.2202380952381,80.0,7
2023-05-01,1915,1.7001594027441485,6.4,16.7,149.43258676351894,21.0,7
2023-05-08,1422,1.8953852146919374,6.6,10.6,140.09613693962436,61.0,7
2023-05-15,1459,1.5112204881952782,5.5,9.7,173.04721888755503,87.0,7
2023-05-22,1306,1.9548414538891454,7.1,10.9,134.8129867554424,61.0,7
2023-05-29,1417,2.3632142857142857,8.5,15.0,104.69880952380952,48.0,7
2023-06-05,1400,2.174166666666667,7.8,14.2,129.70357142857142,46.0,7
2023-06-12,1395,1.9895048019207684,6.8,11.9,109.82674069627852,50.0,7
2023-06-19,1772,1.9198809523809521,6.1,11.3,133.03452380952382,39.0,7
