variavel,pearson_r
vento_direcao_media_gr,0.3664921362972562
vento_rajada_max_ms,0.2530266267421241
vento_direcao_moda_gr,0.18119134241216547
vento_velocidade_max_ms,0.01572791530455836
vento_velocidade_media_ms,-0.19394694693918837
